date
1,[3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 20, 21, 23, 24, 28, 29, 32, 33, 35, 37, 38, 52, 53, 54, 56, 58, 62, 64, 67],
2,[2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 17, 19, 20, 22, 24, 26, 27, 28, 29, 32, 33, 34, 35, 36, 38, 40, 41, 46, 48, 51, 52, 53, 54, 55, 56, 57, 58, 60, 62, 66, 67],
3,[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19, 20, 22, 23, 24, 27, 28, 32, 33, 34, 35, 36, 38, 39, 40, 41, 44, 46, 47, 51, 52, 53, 54, 56, 58, 60, 62, 65, 66, 67],
4,[10, 16, 21, 22, 24, 40, 50, 51, 54, 62, 65, 67],
5,session not updated,
6,[5, 8, 9, 13, 16, 20, 22, 25, 31, 32, 34, 35, 37, 38, 40, 41, 46, 52, 54, 57, 58, 65, 67],
7,session not updated,
8,[4, 5, 7, 8, 9, 10, 12, 14, 16, 22, 26, 29, 32, 35, 36, 37, 38, 46, 51, 52, 53, 54, 56, 57, 58, 62, 65],
9,[2, 4, 5, 6, 7, 8, 9, 10, 11, 15, 16, 20, 22, 26, 32, 35, 37, 39, 40, 41, 51, 52, 53, 54, 56, 58, 59, 60, 64, 67],
10,[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 20, 23, 24, 26, 29, 32, 33, 35, 36, 38, 39, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65],
11,All present,
12,session not updated,
13,[2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 16, 21, 22, 24, 26, 27, 29, 32, 33, 35, 36, 38, 40, 41, 43, 51, 52, 53, 54, 56, 57, 58, 59, 62, 64, 65, 67],
14,All absent,
15,session not updated,
16,[2, 3, 4, 5, 7, 8, 10, 11, 14, 16, 20, 21, 22, 23, 26, 28, 29, 32, 35, 37, 38, 40, 41, 45, 51, 52, 53, 56, 57, 58, 59, 62, 64, 67],
17,[3, 4, 5, 6, 7, 10, 14, 18, 21, 28, 31, 32, 33, 34, 35, 38, 41, 51, 53, 57, 58, 59, 60],
18,All present,
19,session not updated,
20,[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 32, 33, 34, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 66],
21,session not updated,
22,session not updated,
23,[2, 5, 6, 9, 10, 13, 16, 21, 22, 26, 37, 40, 41, 51, 52, 53, 55, 57, 58, 62, 66, 67],
24,session not updated,
25,session not updated,
26,session not updated,
27,[2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 21, 22, 24, 25, 29, 32, 33, 34, 35, 36, 37, 42, 45, 47, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 64, 65],
28,session not updated,
29,[2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 19, 21, 22, 24, 25, 27, 29, 31, 32, 33, 34, 35, 36, 37, 40, 41, 42, 45, 47, 49, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 64, 65, 66, 67],
30,[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 18, 19, 22, 24, 25, 26, 27, 28, 29, 32, 33, 35, 36, 38, 39, 40, 41, 42, 44, 45, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66],
31,[2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 20, 21, 23, 24, 25, 26, 28, 29, 32, 33, 35, 36, 38, 39, 40, 42, 43, 44, 45, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64],
